group_label,model_name,component_count,parameter_name,value,error
41-50,blast_wave,2,norm_2,13602.681240930317,0.3983991506702296
41-50,blast_wave,2,temperature_2,0.10156361574566139,0.00013415857097300726
41-50,blast_wave,2,beta_s_2,0.9603059164118265,0.0010282010860124258
41-50,blast_wave,2,n_2,1.6353669840760294,0.013005301493264176
41-50,manuscript_juttner,3,norm_1,0.019024429830116048,0.0025486199263982916
41-50,manuscript_juttner,3,temperature_1,1.4781732687189193,0.04296255508232272
41-50,manuscript_juttner,3,U_1,1.2484096950062207,0.11459110141469164
41-50,manuscript_juttner,3,norm_2,41.20782641971962,4.234195512459497
41-50,manuscript_juttner,3,temperature_2,0.5479374043500193,0.04912556493082021
41-50,manuscript_juttner,3,U_2,1.8526630605494345,0.32643528658255017
41-50,manuscript_juttner,3,norm_3,3375.1651457748194,407.1032918388448
41-50,manuscript_juttner,3,temperature_3,0.189597977713112,0.021784988195451715
41-50,manuscript_juttner,3,U_3,1.9679096930368782,0.4129870368803903
41-50,exact_bose_einstein,3,norm_1,35.707344575932176,3.2310032164163154
41-50,exact_bose_einstein,3,temperature_1,0.7783967650202944,0.020483110010602823
41-50,exact_bose_einstein,3,U_1,2.998089430826623,1.954967474417577
41-50,exact_bose_einstein,3,norm_2,0.017388526491538298,0.003202691215201575
41-50,exact_bose_einstein,3,temperature_2,1.9998625491068511,0.0979757524420487
41-50,exact_bose_einstein,3,U_2,2.2128601672097346,0.09706340076287545
41-50,exact_bose_einstein,3,norm_3,1680.917064321977,237.6970094575753
41-50,exact_bose_einstein,3,temperature_3,0.18343733073120552,0.01489012053118055
41-50,exact_bose_einstein,3,U_3,1.4296280471327127,0.31994091293181814
41-50,tsallis,3,norm_1,1374.069115205386,434.80203450686145
41-50,tsallis,3,temperature_1,0.0679229475235258,0.004961717234088191
41-50,tsallis,3,q_1,1.2055307757748284,0.006650746995267354
41-50,tsallis,3,norm_2,16274.889364655493,2687.2230595739684
41-50,tsallis,3,temperature_2,0.05172032785316248,0.0028689500564060486
41-50,tsallis,3,q_2,1.13565557806762,0.01773387942759519
41-50,tsallis,3,norm_3,293.54305132462395,22.270731026912188
41-50,tsallis,3,temperature_3,0.1900651447820475,0.003008550298455162
41-50,tsallis,3,q_3,1.1211737334357557,0.0018559203326466989
41-50,blast_wave,3,norm_1,7863.2281638306695,1535.372004741611
41-50,blast_wave,3,temperature_1,0.09580161313602074,0.005220773495484658
41-50,blast_wave,3,beta_s_1,0.30168484183550653,0.248701519033591
41-50,blast_wave,3,n_1,0.5821952604941008,2.5749185386760254
41-50,blast_wave,3,norm_2,648.1007210276236,41.75566088499255
41-50,blast_wave,3,temperature_2,0.2432007851653106,0.0036259898362465404
